name,owner_name,url,description,created,updated,watchers,language,topics,forks
Cybo1927/Hosts,Cybo1927,https://github.com/Cybo1927/Hosts,"A multilingual blacklist of ads, trackers, annoyances, malware, IP grabbers, fake sites, tracking cookies, etc.",2018-05-14 23:49:03,2021-10-07 16:36:49,40,,"hosts,ublock,ublockfilter,filter-lists,adguard,adblock,ublock-origin,adguardhome,blacklist,porn-filter,porn-block,malware,privacy,adblock-plus,antiadblock,whitelist,fake-news,uncensor,adware,spyware",10
D4Vinci/Dr0p1t-Framework,D4Vinci,https://github.com/D4Vinci/Dr0p1t-Framework,A framework that create an advanced stealthy dropper that bypass most AVs and have a lot of tricks,2017-02-11 21:24:11,2021-10-07 08:43:06,1174,Python,"hacking-tool,windows-hacking,backdoor,execution-policy-bypass,hacking,pentest,uac-bypass,kill-antivirus,kali-linux,powershell,phishing,social-engineering,scam,avs,runas,anti-forensics,persistence,spoofing,malware,dr0p1t",384
DBHeise/VM_Setup,DBHeise,https://github.com/DBHeise/VM_Setup,A collection of scripts to initialize a windows VM to run all the malwares!,2017-08-02 11:11:28,2021-08-19 04:41:34,103,PowerShell,"virtual-machine,malware-analysis,windows",24
DEEPAK730/Malicious-Url-Web-Detection-using-Machine-Learning-Techniques,DEEPAK730,https://github.com/DEEPAK730/Malicious-Url-Web-Detection-using-Machine-Learning-Techniques,Malicious web detection using Machine learning algorithms with Random forest .,2020-12-07 07:03:34,2021-08-03 10:32:43,1,Python,"python,machine-learning,malware-analysis,random-forest",0
DKOnyx/OnyxDropper,DKOnyx,https://github.com/DKOnyx/OnyxDropper,Simple dropper made in C# using a PHP webpanel,2019-09-22 12:36:54,2021-09-18 18:17:52,6,PHP,"webpanel,dropper,php,csharp,malware,virus",5
DKOnyx/OnyxLocker,DKOnyx,https://github.com/DKOnyx/OnyxLocker,PoC ransomware made in C# ,2019-09-26 09:16:16,2021-08-20 23:00:52,6,C#,"malware,ransomware,csharp",6
DRSDavidSoft/additional-hosts,DRSDavidSoft,https://github.com/DRSDavidSoft/additional-hosts,🛡 List of categorized undesired hosts,2019-07-17 16:36:48,2021-10-07 10:04:02,11,,"blacklist,hostsfile,domains,hosts,adblock,adguard,privacy,pi-hole,denyhosts,denylist,adware,malware",3
DSMDesign/php-website-scanner,DSMDesign,https://github.com/DSMDesign/php-website-scanner,"A php script that will check all files for malware injection, new files, removed files and modified files since the last scan",2017-03-25 12:57:41,2021-05-06 09:29:57,6,PHP,"php,malware,scan,web,detection",3
DSTCyber/safe-deobs,DSTCyber,https://github.com/DSTCyber/safe-deobs,A static deobfuscator for JavaScript Malware,2019-12-06 20:09:58,2021-09-25 03:38:23,6,JavaScript,"javascript,malware,deobfuscation",0
DSTCyber/safe-deobs-evaluation,DSTCyber,https://github.com/DSTCyber/safe-deobs-evaluation,"Artifact for ""Optimizing Away JavaScript Obfuscation"" paper",2020-01-06 12:39:08,2020-09-30 10:20:32,1,Shell,"javascript,malware,deobfuscation",0
Da2dalus/The-MALWARE-Repo,Da2dalus,https://github.com/Da2dalus/The-MALWARE-Repo,A repository full of malware samples.,2020-06-13 08:28:25,2021-10-07 08:45:41,222,VBScript,"malware,malware-samples,malware-sample,virus,joke-program,ransomware,net-worm,emailworm,trojan,emotet,memz,wannacry,loveletter,spyware,pony-malware,rat,remote-admin-tool,remote-access-trojan,loveware,ethernalrocks",57
Dado1513/malwareClassification,Dado1513,https://github.com/Dado1513/malwareClassification,,2018-02-20 17:12:03,2021-05-10 15:20:59,1,HTML,"malware,malware-classification,cnn,java",0
DaniAffCH/Ransomware,DaniAffCH,https://github.com/DaniAffCH/Ransomware,A ransomware written in C that works on linux (educational only),2020-10-03 11:52:55,2021-07-18 18:38:47,5,C,"malware,ransomware,c,hacking-tool,wannacry",4
DanielAvinoam/TheSubZeroProject,DanielAvinoam,https://github.com/DanielAvinoam/TheSubZeroProject,A multi-staged malware that contains a kernel mode rootkit and a remote system shell.,2021-02-05 12:54:23,2021-08-15 14:59:41,24,C,"rootkit,kernel,malware,malware-research",6
DarkBytesInc/yara_rules,DarkBytesInc,https://github.com/DarkBytesInc/yara_rules,DarkBytes YARA Rules,2018-05-03 19:47:09,2018-09-28 13:47:27,1,,"yara,osquery,malware,signature",3
Darkempire78/Windows-Keylogger,Darkempire78,https://github.com/Darkempire78/Windows-Keylogger,"A Windows keylogger undetected by all major anti-virus. Log keys, clipboard, window titles and send logs to a server.",2021-04-03 11:04:53,2021-09-09 02:00:08,13,C#,"keylogger,keylogging,windows,windows-keylogger,antivirus,malware,malware-sample",0
DarxiSR/CRYLINE-v3.0,DarxiSR,https://github.com/DarxiSR/CRYLINE-v3.0,Cryline project - It's a simple ransomware for Windows OS ,2021-02-14 15:33:29,2021-09-11 10:06:36,3,C#,"malware,dotnet,programming,security,ransomware,windows,encryption,aes-encryption,cplusplus,assembly,source-code",0
DarxiSR/CRYLINE-v5.0,DarxiSR,https://github.com/DarxiSR/CRYLINE-v5.0, Cryline project - It's a simple ransomware for Windows OS,2021-02-14 14:24:43,2021-09-25 07:45:36,22,Assembly,"assembly,malware,security,ransomware,programming,windows,subsystem,hardware,development,source-code,cplusplus,mbr,encryption,drive,bootloader,notpetya,petya,bootkit,cipher,virus",2
David-Reguera-Garcia-Dreg/BZub.CX-Malware-Reversing,David-Reguera-Garcia-Dreg,https://github.com/David-Reguera-Garcia-Dreg/BZub.CX-Malware-Reversing,BZub.CX Malware Reversing,2017-05-26 14:32:38,2019-11-29 13:55:39,2,HTML,"malware,banking-trojan,reversing,tools,windows",2
David-Reguera-Garcia-Dreg/WinXPSP2.Cermalus,David-Reguera-Garcia-Dreg,https://github.com/David-Reguera-Garcia-Dreg/WinXPSP2.Cermalus,Malware WinXPSP2.Cermalus,2017-05-26 14:28:08,2021-05-05 14:45:37,7,Assembly,"malware-sample,kernel,windows,assembler,research,hooking",8
DavidEl03/AutoIDAPython,DavidEl03,https://github.com/DavidEl03/AutoIDAPython,IDA Python script automation framework,2020-09-02 20:32:00,2021-03-10 22:53:00,4,Python,"malware,ida-pro,idapython,automation",1
DeVianney/ClipBanker,DeVianney,https://github.com/DeVianney/ClipBanker,ClipBanker Spy Trojan,2021-02-09 18:33:53,2021-08-22 13:59:08,5,C++,"malware,malware-samples,malware-research",2
DefensiveLabAgency/FinSpy-for-Android,DefensiveLabAgency,https://github.com/DefensiveLabAgency/FinSpy-for-Android,FinSpy for Android technical analysis and tools,2020-09-25 10:26:52,2021-08-06 23:33:07,38,Python,"finspy,android,reverse-engineering,malware-analysis",8
DestroyerDarkNess/Shareware-Ransomware,DestroyerDarkNess,https://github.com/DestroyerDarkNess/Shareware-Ransomware, A Ransomware Example Written on .Net,2020-04-24 17:52:20,2021-05-14 04:33:17,3,Visual Basic .NET,"ransomware,shareware-ransomware,malware,virus,encryption-decryption",1
DestroyerDarkNess/Strely-Pro,DestroyerDarkNess,https://github.com/DestroyerDarkNess/Strely-Pro,Anti-Malware application for Windows,2020-02-08 02:28:20,2021-07-03 02:57:21,5,Visual Basic .NET,"windows,anti-malware,anti-virus,antivirus,shorcuts,antigen",3
DestroyerDarkNess/XylonAntivir,DestroyerDarkNess,https://github.com/DestroyerDarkNess/XylonAntivir,Antivirus API to detect malware.,2020-08-14 20:54:09,2021-09-24 23:07:00,3,,"analysis,antivirus-api,malware-detection,malware-scanner",1
DevSpen/links,DevSpen,https://github.com/DevSpen/links,"Collection of IP grabber, phishing, and otherwise ""bad"" links -  Focuses on Steam and Discord scams.",2021-09-05 19:29:51,2021-10-08 00:47:03,3,,"scams,discord,steam,links,phishing-detection,phishing-links-detection,phishing-links,hacktoberfest,malware,scammers,scam-sites",0
DigitMan27/Ragnarok,DigitMan27,https://github.com/DigitMan27/Ragnarok,Virus Package ( For Educational Purposes ),2017-11-06 23:53:18,2021-10-01 11:39:06,20,C++,"virus,malware,spyware,package,cross-platform,ragnarok",8
DilmaLocker/DilmaLocker,DilmaLocker,https://github.com/DilmaLocker/DilmaLocker,,2019-06-28 08:10:58,2019-11-14 12:36:36,1,Objective-C,"ransomware,malware,malware-analysis,malware-sample,c,dilmalocker",0
Diluv/Clam-Chowder,Diluv,https://github.com/Diluv/Clam-Chowder,Modern ClamAV client for Java. ,2020-02-08 07:03:35,2021-06-11 15:41:19,1,Java,"malware-detection,java,clamav-client,clamav,scanning",1
DimaScientist/Malware-Prediction,DimaScientist,https://github.com/DimaScientist/Malware-Prediction,Developing model of machine learning for detecting malware,2020-09-13 09:29:26,2021-03-30 07:42:55,0,Jupyter Notebook,"machine-learning,malware,malware-detection,data-science,pandas,python,scikit-learn,lightgbm,catboost,numpy,seaborn,matplotlib,kaggle,malware-prediction,pyqt5,eel",0
DissectMalware/MalwareCMDMonitor,DissectMalware,https://github.com/DissectMalware/MalwareCMDMonitor,Shows command lines used by latest instances analyzed on Hybrid-Analysis,2018-09-02 18:59:20,2021-04-22 17:38:18,43,Python,"malware-research,hybrid-analysis,command-line,commandline,python",15
DissectMalware/XLMMacroDeobfuscator,DissectMalware,https://github.com/DissectMalware/XLMMacroDeobfuscator,Extract and Deobfuscate XLM macros (a.k.a Excel 4.0 Macros),2020-04-08 23:13:12,2021-10-07 21:37:38,350,Python,"xlm-interactive-shell,xlm-deobfuscator,deobfuscator,parser,emulation,malware-analysis,xlm,excel-macros,xlm-grammar,xlm-parser,excel-macro,macro-deobfuscator",71
DivineOmega/laravel-malware-validation-rule,DivineOmega,https://github.com/DivineOmega/laravel-malware-validation-rule,Scans uploaded files for viruses and other malware,2020-03-14 01:00:38,2021-07-01 14:27:50,5,PHP,"malware,virus,laravel-package,php-library,validation",1
DolceLatte/Malware_Detector_w-CNN,DolceLatte,https://github.com/DolceLatte/Malware_Detector_w-CNN,Malware Detection with Convolution Neural Network,2021-02-20 11:49:19,2021-07-07 05:45:59,0,Python,"malware-detector,cnn,flask,docker",0
DoubleThreatSecurity/SAMPLE-IAT-DUMPER,DoubleThreatSecurity,https://github.com/DoubleThreatSecurity/SAMPLE-IAT-DUMPER,Small attempt at a decent Import Address Table (IAT) Dumper,2018-10-01 00:49:23,2021-07-10 11:06:37,11,C++,"win32,iat,memory,dumper,iat-dumper,malware",1
Drew-Alleman/write-ups,Drew-Alleman,https://github.com/Drew-Alleman/write-ups, write-ups from CTFS and other challenges.,2021-01-30 21:20:01,2021-05-21 20:09:33,1,,"ctf-writeups,writeups,write-ups,ctf,ctfs,python,reverse-engineering,malware,web,hacking,penetration-testing",0
Eddie-Devine/netSteal,Eddie-Devine,https://github.com/Eddie-Devine/netSteal,Malware that steals all saved network profiles.,2021-01-28 01:42:55,2021-04-13 10:16:21,1,C++,"malware,exploit",0
EddieIvan01/memexec,EddieIvan01,https://github.com/EddieIvan01/memexec,A library for loading and executing PE (Portable Executable) from memory without ever touching the disk,2020-11-10 07:46:01,2021-09-23 16:01:09,34,Rust,"windows-pe,malware-development,fileless,redteam",4
EddyErkel/Powershell_updateHostsFile,EddyErkel,https://github.com/EddyErkel/Powershell_updateHostsFile,PowerShell script for @StevenBlack 's hosts project,2016-11-05 16:03:52,2020-04-02 13:13:16,5,PowerShell,"powershell-script,whitelist,blacklist,unified-hosts,hosts,malware,ad-blocker,porn-filter,social-media-filter,gamblin-filter,powershell,script,pornblocker,ransomware,ransomware-prevention,trojans",0
EdwardRaff/jLZJD,EdwardRaff,https://github.com/EdwardRaff/jLZJD,Java implementation of Lempel-Ziv Jaccard Distance,2017-05-24 03:31:07,2021-04-30 12:33:19,15,Java,"java,machine-learning,malware-research",6
EdwardsCP/HuntExes,EdwardsCP,https://github.com/EdwardsCP/HuntExes,,2020-08-16 17:13:51,2021-06-22 09:55:36,3,PowerShell,"sysmon,threat-hunting,malware-hash,powershell,malwarebazaar",0
EgeBalci/Cminer,EgeBalci,https://github.com/EgeBalci/Cminer,Cminer is a tool for enumerating the code caves in PE files.,2016-11-18 18:40:28,2021-10-07 12:48:16,115,C++,"code-cave,binary,malware",37
EgeBalci/EGESPLOIT,EgeBalci,https://github.com/EgeBalci/EGESPLOIT,EGESPLOIT is a golang library for malware development,2016-07-17 11:43:13,2021-09-24 12:12:17,292,Go,"malware-development,golang-library,meterpreter,keylogger,persistence",103
EgeBalci/HERCULES,EgeBalci,https://github.com/EgeBalci/HERCULES,HERCULES is a special payload generator that can bypass antivirus softwares. ,2016-04-12 13:59:55,2021-09-25 18:35:30,549,Go,"hercules,bypass-antivirus,payload,reverse-shell,malware,meterpreter,hacking,golang",171
EgeBalci/IAT_API,EgeBalci,https://github.com/EgeBalci/IAT_API,Assembly block for finding and calling the windows API functions inside import address table(IAT) of the running PE file.,2018-01-25 18:37:34,2021-08-10 05:22:10,52,Assembly,"shellcode,exploit,assembly,bypass,malware,antivirus",15
ElliotAlderson51/Kernel-Rootkit-32Bit,ElliotAlderson51,https://github.com/ElliotAlderson51/Kernel-Rootkit-32Bit,Rootkit for Windows 32-bit,2021-09-27 11:16:20,2021-10-07 19:40:13,0,C++,"elliotalderson51,cpp,rootkit,rootkit-kernel,kernel-rootkit,malware,windows-rootkit,rootkit-windows,windows-kernel,windows-kernel-hook,malware-development,kernel-development,windows-32-bit,cpp-kernel-development",0
EnergizedProtection/EnergizedBlu,EnergizedProtection,https://github.com/EnergizedProtection/EnergizedBlu,Lightweight Energized Protection.,2018-05-23 08:16:08,2021-05-19 04:11:01,8,Shell,"ads,adware,adblock,ad-block,malware,malware-block,porn,porn-block,analytics,tracking,spams,hosts,domain,filterlist,filterlists,privacy,security,energized,bangladesh",2
EnergizedProtection/block,EnergizedProtection,https://github.com/EnergizedProtection/block,"Let's make an annoyance free, better open internet, altogether!",2018-07-16 14:38:57,2021-10-08 02:20:03,1748,Shell,"ad,advertisement,adblock,ad-block,ad-blocker,ads-blocker,malware,tracker,tracking,spy,spyware,ransomware,trojans,security,protection,privacy,porn,pornware,spam",140
EntySec/HatVenom,EntySec,https://github.com/EntySec/HatVenom,HatVenom is a HatSploit native powerful payload generation and shellcode injection tool that provides support for common platforms and architectures.,2021-04-21 16:54:31,2021-09-27 12:44:19,55,Python,"payload,exploit,shellcode,shellcode-injection,architectures,elf,macho,pe,malware,entysec,payloads,exploits,shellcodes,binary,executable,exe,binary-exploitation",19
Erxathos/Malware-Detector,Erxathos,https://github.com/Erxathos/Malware-Detector,Using neural networks for malware detection,2018-02-09 20:35:32,2021-05-03 23:29:38,6,Python,"neural-network,perceptron,python,malware-detection,windows",2
Escapist-007/Computer_Security_Projects,Escapist-007,https://github.com/Escapist-007/Computer_Security_Projects,........... The projects and homeworks are part of the course CSE-565 : Computer Security [Fall 2018 @ UB_SUNY]................ Course Instructor : Marina Blanton (http://www.acsu.buffalo.edu/~mblanton/),2019-11-16 01:56:56,2020-01-17 07:54:21,1,Java,"software-security,malware,privacy,ssl,ipsec,firewall-rules,database-security,encryption-decryption,authentication,access-control,botnet-detection,operating-system-security,buffer-overflow-attack,statistical-database,return-to-libc,rootkit",2
Esox-Lucius/BlockList-Malware,Esox-Lucius,https://github.com/Esox-Lucius/BlockList-Malware,Making Blocklists/blacklists with data from AlienVault Threat Exchange.            CC0 1.0 Universal,2020-08-12 14:54:03,2021-05-02 12:23:55,6,,"threat-data,otx,blocklists,cybersecurity,malware,spam,pihole-blocklists,phishing,alienvault,pi-hole,pihole-adblocker-list,piholeblocklist",1
Esox-Lucius/PiHoleblocklists,Esox-Lucius,https://github.com/Esox-Lucius/PiHoleblocklists,Blacklists with data from OTX.ALIENVAULT.COM. ,2020-11-27 12:19:59,2021-09-24 09:10:00,19,,"pihole-blocklists,piholeblocklist,pihole,pi-hole,blocklist,pihole-adblocker-list,malware,phishing,spam,botnet,dns,dnssinkhole,otx,alienvault-otx,alienvault",5
EternalC0der/TeleShadow3,EternalC0der,https://github.com/EternalC0der/TeleShadow3,Telegram Desktop Session Stealer,2019-05-10 21:15:59,2021-09-28 17:21:33,97,C#,"trojan,telegram,telegramdesktop,rat,malware",25
Evilcry/mal-moonshine,Evilcry,https://github.com/Evilcry/mal-moonshine,mal-moonshine main goal is allowing fine grained searches across publicly available sandboxes (like Hybrid-Analysis) ,2018-05-26 17:14:46,2018-07-13 16:22:52,1,Go,"golang,malware-analysis,threat-hunting,hybrid-analysis",3
EvolvingSysadmin/Malware-Analysis,EvolvingSysadmin,https://github.com/EvolvingSysadmin/Malware-Analysis,"Collection of documentation and tools for malware analysis, mostly from class notes.",2020-09-18 20:53:41,2021-08-30 22:58:13,0,C++,malware-analysis,0
ExaByt3s/MalwareSDK,ExaByt3s,https://github.com/ExaByt3s/MalwareSDK,Botnet SDK Based on Zeus HTTP Malware  (Educational Purposes),2019-05-02 02:34:46,2021-09-03 14:49:14,12,C++,"malware,malware-sdk,botnet-tools",6
ExaByt3s/ZeuS,ExaByt3s,https://github.com/ExaByt3s/ZeuS,,2019-10-28 19:54:46,2021-03-15 06:26:59,3,C,"malware,zeus,botnet-tools,malware-sdk",8
F-Secure/see,F-Secure,https://github.com/F-Secure/see,Sandboxed Execution Environment,2015-10-26 11:13:22,2021-09-30 04:04:03,779,Python,"python,sandbox,malware-analysis,malware-research,virtualization",100
Finch4/Monk,Finch4,https://github.com/Finch4/Monk,Common bytes seeker for Malware identification.,2021-01-09 13:53:35,2021-06-22 19:05:26,6,C#,"comparison,bytes,filter,parse,monk,malware,malware-analysis",2
FluxIndustries/Ratatouille,FluxIndustries,https://github.com/FluxIndustries/Ratatouille,Malicious code executor & listener written in Go based on Coldfire. Very WIP.,2021-09-13 15:15:05,2021-09-13 16:32:30,1,Go,"golang,malware,payload",0
FredHutch/dns-shield,FredHutch,https://github.com/FredHutch/dns-shield,"CoreDNS server with blacklist to block ads, tracking and malware",2018-10-11 23:12:22,2021-04-25 14:08:43,11,Shell,"coredns,malware-protection,dns-firewall,ad-blocker,dns",1
FredRanieri/rnn_malware_detection,FredRanieri,https://github.com/FredRanieri/rnn_malware_detection,A research project using Keras and TensorFlow to try to detect if a .exe file is malware or not.,2019-01-29 14:47:45,2020-10-21 16:10:02,1,Jupyter Notebook,"artificial-intelligence,neural-network,malware-detection,google-colab",0
FrenchCisco/RATel,FrenchCisco,https://github.com/FrenchCisco/RATel,"RAT-el is an open source penetration test tool that allows you to take control of a windows machine. It works on the client-server model, the server sends commands and the client executes the commands and sends the result back to the server. The client is completely undetectable by anti-virus software.",2021-01-03 08:51:04,2021-10-06 04:52:55,169,Python,"remote-control,virus,hacking,pentest-tool,cybersecurity,remote-access-trojan,remote-access-tool,bypass-av,rat,malware,payload,ratel,pentesting,windows,linux,unicode-management,unicode",55
G1ft3dC0d3/MsfMania,G1ft3dC0d3,https://github.com/G1ft3dC0d3/MsfMania,Python AV Evasion Tools,2019-06-28 11:24:43,2021-09-24 06:34:18,231,Python,"fud,evasion,pe-loader,python,dynamic-analysis,bypass-antivirus,antivirus-evasion,metasploit,msfvenom,injection,malware,backdoor,undetectable,meterpreter,reverse-shell,shellcode-injection,privilege-escalation,cobalt-strike,redteam,pentest",45
G4rb3n/Malware-Picture,G4rb3n,https://github.com/G4rb3n/Malware-Picture,恶意软件原理图,2018-08-13 12:53:15,2021-07-16 08:33:33,37,,malware,16
GDATASoftwareAG/LdpinchUnpacker,GDATASoftwareAG,https://github.com/GDATASoftwareAG/LdpinchUnpacker,Unpacker for the Ldpinch malware,2019-01-08 07:39:11,2021-04-01 15:49:44,5,C++,"unpacker,malware,reverse-engineering",3
GDATASoftwareAG/MSE,GDATASoftwareAG,https://github.com/GDATASoftwareAG/MSE,Malware sample exchange system and API intended for Anti-Virus companies and researchers.,2020-09-24 11:18:35,2021-08-05 21:00:21,11,C#,"malware,exchange,binaries,antivirus",2
GDATASoftwareAG/TypeRefHasher,GDATASoftwareAG,https://github.com/GDATASoftwareAG/TypeRefHasher,CLI tool to compute the TypeRefHash for .NET binaries.,2020-06-25 09:03:34,2021-08-09 02:56:59,7,C#,"typerefhash,trh,imphash,dotnet,malware,reverse-engineering",1
GeekOnlineCode/Malware-Machine-Learning,GeekOnlineCode,https://github.com/GeekOnlineCode/Malware-Machine-Learning,Malware Machine Learning,2018-01-14 12:53:05,2021-07-27 14:39:38,26,Jupyter Notebook,"malware,machine-learning,malware-analysis,malware-research,deep-learning,cybersecurity",9
GetRektBoy724/MeterPwrShell,GetRektBoy724,https://github.com/GetRektBoy724/MeterPwrShell,Automated Tool That Generates The Perfect Meterpreter Powershell Payload,2021-01-17 13:56:27,2021-10-05 19:36:38,194,,"meterpreter,one-liner,bypass-uac,amsi,bypass-firewall,fud,windows,payload,metasploit,stager,av-evasion,malware,bypass-amsi,bypass,metasploit-framework,bypass-antivirus",34
GewoonJaap/FluBot-Scanner,GewoonJaap,https://github.com/GewoonJaap/FluBot-Scanner,The FluBot Malware Scanner allows searching website URL's that are infected with FluBot malware.,2021-05-21 08:01:27,2021-06-01 10:28:43,2,CSS,"flubot,website,nodejs,malware,scanning,mongodb",0
Gexos/malrepo,Gexos,https://github.com/Gexos/malrepo,A collection of malware samples caught by DIONAEA Honeypot,2019-05-23 22:35:07,2021-08-22 13:58:46,9,,"malware,malware-analysis,malware-research,malware-samples",6
GiacomoFerro/malware-analysis,GiacomoFerro,https://github.com/GiacomoFerro/malware-analysis,sample2.exe analysis on win32 with Windows XP expiro virus. ,2019-10-09 14:24:38,2021-05-25 20:25:59,2,,"malware-analysis,malware-samples,malware-analyzer,reverse-engineering,static-analysis,ida,ollydbg",0
GlacierW/MBA,GlacierW,https://github.com/GlacierW/MBA,Malware Behavior Analyzer,2016-02-03 17:11:51,2021-06-12 07:40:45,126,C,"malware,qemu,sandbox,virtual-machine-introspection,forensics,taint-analysis,program-analysis,dynamic-binary-analysis",40
GoSecure/malboxes,GoSecure,https://github.com/GoSecure/malboxes,Builds malware analysis Windows VMs so that you don't have to.,2016-04-01 17:50:36,2021-09-27 02:58:40,933,Python,"malware-analysis,malware-research,virtual-machine,python3,vagrant,packer,hacktoberfest",135
Gowtham1729/Android-App-Malware-Detector,Gowtham1729,https://github.com/Gowtham1729/Android-App-Malware-Detector,A Deep Learning Model for detecting Malware Applications,2018-07-12 06:33:36,2021-06-18 04:21:50,11,Python,"python,machine-learning,deep-learning,deep-neural-networks,malware-detection,data-preprocessing,android-app,keras",0
GrahamBest/repen,GrahamBest,https://github.com/GrahamBest/repen,Simple C8 disassembler,2017-12-26 01:59:12,2021-08-09 18:24:55,23,C++,"dissassembler,reverse-engineering,simple,test,practice,cpp,assembly,x64assembly,x86assembly,asm,x86asm,x64asm,security,malware,malware-analysiss,malware-analysis,disassembly,chip-8",5
Grazfather/PracticalMalwareLabs,Grazfather,https://github.com/Grazfather/PracticalMalwareLabs,"Keep track of the labs from the book ""Practical Malware Analysis""",2014-06-06 03:12:56,2021-10-04 13:40:50,135,Python,"malware,practical-malware-analysis,writeup,reverse-engineering",38
Green-m/green-hat-suite,Green-m,https://github.com/Green-m/green-hat-suite,Green-hat-suite is a tool to generate meterpreter/shell which could evade antivirus.,2017-11-15 07:26:53,2021-09-29 09:36:22,115,Ruby,"antivirus,evasion,hacktool,ruby,meterpreter,rat,malware",22
GuilhermeIsNotUnix/SatanBomb,GuilhermeIsNotUnix,https://github.com/GuilhermeIsNotUnix/SatanBomb,"SatanBomb é uma simples Fork Bomb Cross-Platform (macOS, Linux, Windows 32/64 bits) feita em C.",2018-10-05 05:08:43,2019-08-27 00:09:11,3,C,"fork-bomb,malware,security,c,clanguage,preprocessor,preprocessing",1
GunshipPenguin/kiteshield,GunshipPenguin,https://github.com/GunshipPenguin/kiteshield,Packer/Protector for x86-64 ELF binaries on Linux,2019-05-13 18:40:36,2021-10-01 20:04:31,46,C,"obfuscation,elf-binaries,reverse-engineering,malware,linux,packer",4
HASH1da1/emotet-domain,HASH1da1,https://github.com/HASH1da1/emotet-domain,Included domain list to PowerShell script...,2020-01-22 04:39:00,2021-03-13 02:24:46,1,,"virus,malware-analysis,malware-research,emotet",1
HASH1da1/hasher,HASH1da1,https://github.com/HASH1da1/hasher,Malware Hash search tool,2019-10-25 02:56:55,2020-01-30 02:11:56,2,JavaScript,"malware-analysis,malware-research,malware-analyzer",0
HSNHK/Reverse-engineering,HSNHK,https://github.com/HSNHK/Reverse-engineering,Reverse Engineering tools,2021-06-05 06:21:22,2021-09-24 19:14:29,2,C,"reverse-engineering,ollydbg,debugging,tools,reverse-engineering-tools,hacking-tool,reverse-engineering-tutorial,sniffer,debugger,diassemble,exploitation,disassembler,decompiler,x86-64,malware-analysis,fuzzing,fuzzing-binaries",1
HackOvert/AntiDBG,HackOvert,https://github.com/HackOvert/AntiDBG,A bunch of Windows anti-debugging tricks for x86 and x64.,2018-03-06 21:21:37,2021-10-08 00:53:51,273,C++,"reverse-engineering,anti-debugging,malware-analysis",48
HamedMasafi/qt-rat,HamedMasafi,https://github.com/HamedMasafi/qt-rat,Remote administration tool with Qt5,2020-08-31 05:47:09,2021-09-29 09:41:22,26,C++,"rat,qt,remote-administration-tool,remote-administrator-tool,client-server,malware,cpp,networking",12
HanchengZhao/Malware-Prospector,HanchengZhao,https://github.com/HanchengZhao/Malware-Prospector,"visual analytics widget using D3.js, scikit-learn and flask",2017-04-17 01:46:01,2017-05-21 19:05:54,0,JavaScript,"malware-prospector,flask,d3js,scikit-learn",0
HarishB99/application_of_ai_in_cyber_security,HarishB99,https://github.com/HarishB99/application_of_ai_in_cyber_security,To investigate the various deep learning techniques available to solve selected cyber security related problems.,2019-02-10 10:33:49,2021-02-10 10:33:38,2,Jupyter Notebook,"artificial-intelligence,deep-neural-networks,convolutional-neural-networks,long-short-term-memory-models,malware-analysis",2
HarryR/cockatoo,HarryR,https://github.com/HarryR/cockatoo,Torified Cuckoo malware analyser in a Docker container with VirtualBox,2016-05-20 12:39:06,2017-11-10 15:06:24,2,Shell,"cuckoo,docker,malware-analysis,tor,virtualbox,vmcloak",1
Harshit147/Malware-analysis-Reverse-Engineering,Harshit147,https://github.com/Harshit147/Malware-analysis-Reverse-Engineering,Repository containing my research work in the field of Malware Analysis and reverse engineering with demonstration of practical performed during the course.,2020-10-28 12:36:42,2020-11-23 08:05:40,0,,"malware,malware-analysis,malware-research,malware-detection,malware-samples,malware-protection,static-analysis,basic,static,dynamic-analysis,ida-pro,processexplorer,md5-hash,stuxnet,tor,honeypot,malwareanalysis,northcap,linux",0
HerrEurobeat/vbs-batch-scripts,HerrEurobeat,https://github.com/HerrEurobeat/vbs-batch-scripts,🗒 A repository containing some of my maybe useful vbs & batch scripts.,2020-02-05 14:55:03,2021-09-30 23:41:27,6,Batchfile,"batch-script,batch,vbs-scripts,vbscript,malware",1
Hestat/blazescan,Hestat,https://github.com/Hestat/blazescan,"Blazescan is a linux webserver malware scanning and incident response tool, with built in support for cPanel servers, but will run on any linux based server.",2018-05-20 11:01:21,2021-10-05 03:11:06,54,Shell,"scanning,cpanel-servers,malware-detection,yara-integrated,bash,dfir,incident-response",13
Hestat/calamity,Hestat,https://github.com/Hestat/calamity, A script to assist in processing forensic RAM captures for malware triage,2019-04-02 00:55:53,2021-10-05 03:11:38,17,Shell,"dfir,volatility,memory-forensics,malware-analysis",6
Hestat/lw-yara,Hestat,https://github.com/Hestat/lw-yara,"Yara Ruleset  for scanning Linux servers for shells, spamming, phishing and other webserver baddies",2018-04-26 12:19:33,2021-10-05 03:12:08,83,YARA,"lw-yara,yara-rules,malware-detection,signature,dfir",31
Hestat/minerchk,Hestat,https://github.com/Hestat/minerchk,Bash script to Check for malicious Cryptomining,2017-12-13 20:51:33,2021-01-19 23:41:38,33,Shell,"mining,cryptocurrency,malware-detection,dfir",8
